etime pid cpu mem rss
04:45 137974 1324 6.2 33083040
04:46 137974 1326 6.2 33083040
04:47 137974 1328 6.2 33083040
04:48 137974 1331 6.2 33083040
04:49 137974 1333 6.2 33083040
04:50 137974 1335 6.2 33083040
04:51 137974 1337 6.2 33083040
04:52 137974 1339 6.2 33083040
04:53 137974 1341 6.2 33083040
04:54 137974 1344 6.2 33083040
04:55 137974 1346 6.2 33083040
04:56 137974 1348 6.2 33083040
04:57 137974 1350 6.2 33083040
04:58 137974 1352 6.2 33083040
04:59 137974 1354 6.2 33083040
05:00 137974 1356 6.2 33083040
05:01 137974 1358 6.2 33083040
05:02 137974 1360 6.2 33083040
05:03 137974 1362 6.2 33083040
05:04 137974 1364 6.2 33083040
05:05 137974 1366 6.2 33083040
05:06 137974 1368 6.2 33083040
05:07 137974 1370 6.2 33083040
05:09 137974 1367 6.2 33083040
05:10 137974 1369 6.2 33083040
05:11 137974 1371 6.2 33083040
05:12 137974 1373 6.2 33083040
05:13 137974 1375 6.2 33083040
05:14 137974 1377 6.2 33083040
05:15 137974 1379 6.2 33083040
05:16 137974 1380 6.2 33083040
05:17 137974 1382 6.2 33083040
05:18 137974 1384 6.2 33083040
05:19 137974 1386 6.2 33083040
05:20 137974 1388 6.2 33083040
05:21 137974 1389 6.2 33083040
05:22 137974 1391 6.2 33083040
05:23 137974 1393 6.2 33083040
05:24 137974 1395 6.2 33083040
05:25 137974 1397 6.2 33083040
05:26 137974 1398 6.2 33083040
05:27 137974 1400 6.2 33083040
05:28 137974 1402 6.2 33083040
05:29 137974 1403 6.2 33083040
05:30 137974 1405 6.2 33083040
05:31 137974 1407 6.2 33083040
05:32 137974 1408 6.2 33083040
05:33 137974 1410 6.2 33083040
05:34 137974 1412 6.2 33083040
05:35 137974 1413 6.2 33083040
05:36 137974 1415 6.2 33083040
05:38 137974 1412 6.2 33083040
05:39 137974 1414 6.2 33083040
05:40 137974 1416 6.2 33083040
05:41 137974 1417 6.2 33083040
05:42 137974 1419 6.2 33083040
05:43 137974 1420 6.2 33083040
05:44 137974 1422 6.2 33083040
05:45 137974 1424 6.2 33083040
05:46 137974 1425 6.2 33083040
05:47 137974 1427 6.2 33083040
05:48 137974 1428 6.2 33083040
05:49 137974 1430 6.2 33083040
05:50 137974 1431 6.2 33083040
05:51 137974 1433 6.2 33083040
05:52 137974 1434 6.2 33083040
05:53 137974 1436 6.2 33083040
05:54 137974 1437 6.2 33083040
05:55 137974 1439 6.2 33083040
05:56 137974 1440 6.2 33083040
05:57 137974 1442 6.2 33083040
05:58 137974 1443 6.2 33083040
05:59 137974 1445 6.2 33083040
06:00 137974 1446 6.2 33083040
06:01 137974 1448 6.2 33083040
06:02 137974 1449 6.2 33083040
06:03 137974 1450 6.2 33083040
06:04 137974 1452 6.2 33083040
06:06 137974 1449 6.2 33083040
06:07 137974 1451 6.2 33083040
06:08 137974 1452 6.2 33083040
06:09 137974 1453 6.2 33083040
06:10 137974 1455 6.2 33083040
06:11 137974 1456 6.2 33083040
06:12 137974 1458 6.2 33083040
06:13 137974 1459 6.2 33083040
06:14 137974 1460 6.2 33083040
06:15 137974 1461 6.2 33083040
06:16 137974 1463 6.2 33083040
06:17 137974 1463 6.2 33083040
06:18 137974 1464 6.2 33083040
06:19 137974 1465 6.2 33083040
06:20 137974 1465 6.2 33083040
06:21 137974 1466 6.2 33083040
06:22 137974 1466 6.2 33083040
06:23 137974 1466 6.2 33083040
06:24 137974 1466 6.2 33083040
06:25 137974 1466 6.2 33083040
06:26 137974 1466 6.2 33083040
06:27 137974 1466 6.2 33083040
06:28 137974 1466 6.2 33083040
06:29 137974 1465 6.2 33083040
06:30 137974 1465 6.2 33083040
06:31 137974 1465 6.2 33083040
06:32 137974 1465 6.2 33083040
06:33 137974 1465 6.2 33083040
06:35 137974 1462 6.2 33083040
06:36 137974 1461 6.2 33083040
06:37 137974 1461 6.2 33083040
06:38 137974 1461 6.2 33083040
06:39 137974 1461 6.2 33083040
06:40 137974 1461 6.2 33083040
06:41 137974 1461 6.2 33083040
06:42 137974 1461 6.2 33083040
06:43 137974 1461 6.2 33083040
06:44 137974 1461 6.2 33083040
06:45 137974 1461 6.2 33083040
06:46 137974 1461 6.2 33083040
06:47 137974 1461 6.2 33083040
06:48 137974 1461 6.2 33083040
06:49 137974 1461 6.2 33083040
06:50 137974 1461 6.2 33083040
06:51 137974 1461 6.2 33083040
06:52 137974 1461 6.2 33083040
06:53 137974 1461 6.2 33083040
06:54 137974 1461 6.2 33083040
06:55 137974 1461 6.2 33083040
06:56 137974 1461 6.2 33083040
06:57 137974 1461 6.2 33083040
06:58 137974 1461 6.2 33083040
06:59 137974 1461 6.2 33083040
07:00 137974 1460 6.2 33083040
07:01 137974 1460 6.2 33083040
07:03 137974 1456 6.2 33083040
07:04 137974 1456 6.2 33083040
07:05 137974 1456 6.2 33083040
07:06 137974 1455 6.2 33083040
07:07 137974 1455 6.2 33083040
07:08 137974 1454 6.2 33083040
07:09 137974 1454 6.2 33083040
07:10 137974 1453 6.2 33083040
07:11 137974 1453 6.2 33083040
07:12 137974 1452 6.2 33083040
07:13 137974 1452 6.2 33083040
07:14 137974 1451 6.2 33083040
07:15 137974 1451 6.2 33083040
07:16 137974 1450 6.2 33083040
07:17 137974 1450 6.2 33083040
07:18 137974 1449 6.2 33083040
07:19 137974 1449 6.2 33083040
07:20 137974 1448 6.2 33083040
07:21 137974 1448 6.2 33083040
07:22 137974 1447 6.2 33083040
07:23 137974 1447 6.2 33083040
07:24 137974 1446 6.2 33083040
07:25 137974 1446 6.2 33083040
07:26 137974 1445 6.2 33083040
07:27 137974 1445 6.2 33083040
07:28 137974 1444 6.2 33083040
07:29 137974 1444 6.2 33083040
07:30 137974 1443 6.2 33083040
07:31 137974 1443 6.2 33083040
07:33 137974 1439 6.2 33083040
07:34 137974 1438 6.2 33083040
07:35 137974 1437 6.2 33083040
07:36 137974 1436 6.2 33083040
07:37 137974 1435 6.2 33083040
07:38 137974 1435 6.2 33083040
07:39 137974 1434 6.2 33083040
07:40 137974 1433 6.2 33083040
07:41 137974 1432 6.2 33083040
07:42 137974 1431 6.2 33083040
07:43 137974 1430 6.2 33083040
07:44 137974 1429 6.2 33083040
07:45 137974 1428 6.2 33083040
07:46 137974 1428 6.2 33083040
07:47 137974 1427 6.2 33083040
07:48 137974 1426 6.2 33083040
07:49 137974 1425 6.2 33083040
07:50 137974 1424 6.2 33083040
07:51 137974 1423 6.2 33083040
07:52 137974 1423 6.2 33083040
07:53 137974 1422 6.2 33083040
07:54 137974 1421 6.2 33083040
07:55 137974 1420 6.2 33083040
07:56 137974 1419 6.2 33083040
07:57 137974 1419 6.2 33083040
07:58 137974 1418 6.2 33083040
07:59 137974 1417 6.2 33083040
08:00 137974 1416 6.2 33083040
08:02 137974 1412 6.2 33083040
08:03 137974 1412 6.2 33083040
08:04 137974 1411 6.2 33083040
08:05 137974 1410 6.2 33083040
08:06 137974 1409 6.2 33083040
08:07 137974 1408 6.2 33083040
08:08 137974 1407 6.2 33083040
08:09 137974 1406 6.2 33083040
08:10 137974 1405 6.2 33083040
08:11 137974 1404 6.2 33083040
08:12 137974 1404 6.2 33083040
08:13 137974 1403 6.2 33083040
08:14 137974 1402 6.2 33083040
08:15 137974 1401 6.2 33083040
08:16 137974 1400 6.2 33083040
08:17 137974 1399 6.2 33083040
08:18 137974 1398 6.2 33083040
08:19 137974 1397 6.2 33083040
08:20 137974 1396 6.2 33083040
08:21 137974 1395 6.2 33083040
08:22 137974 1394 6.2 33083040
08:23 137974 1393 6.2 33083040
08:24 137974 1392 6.2 33083040
08:25 137974 1391 6.2 33083040
08:26 137974 1390 6.2 33083040
08:27 137974 1388 6.2 33083040
08:28 137974 1387 6.2 33083040
08:29 137974 1386 6.2 33083040
08:31 137974 1382 6.2 33083040
08:32 137974 1381 6.2 33083040
08:33 137974 1380 6.2 33083040
08:34 137974 1379 6.2 33083040
08:35 137974 1378 6.2 33083040
08:36 137974 1377 6.2 33083040
08:37 137974 1376 6.2 33083040
08:38 137974 1375 6.2 33083040
08:39 137974 1374 6.2 33083040
08:40 137974 1373 6.2 33083040
08:41 137974 1372 6.2 33083040
08:42 137974 1371 6.2 33083040
08:43 137974 1370 6.2 33083040
08:44 137974 1369 6.2 33083040
08:45 137974 1368 6.2 33083040
08:46 137974 1367 6.2 33083040
08:47 137974 1366 6.2 33083040
08:48 137974 1365 6.2 33083040
08:49 137974 1363 6.2 33083040
08:50 137974 1362 6.2 33083040
08:51 137974 1361 6.2 33083040
08:52 137974 1360 6.2 33083040
08:53 137974 1359 6.2 33083040
08:54 137974 1358 6.2 33083040
08:55 137974 1356 6.2 33083040
08:56 137974 1355 6.2 33083040
08:57 137974 1354 6.2 33083040
08:58 137974 1353 6.2 33083040
09:00 137974 1349 6.2 33083040
09:01 137974 1348 6.2 33083040
09:02 137974 1347 6.2 33083040
09:03 137974 1346 6.2 33083040
09:04 137974 1345 6.2 33083040
09:05 137974 1343 6.2 33083040
09:06 137974 1342 6.2 33083040
09:07 137974 1341 6.2 33083040
09:08 137974 1340 6.2 33083040
09:09 137974 1339 6.2 33083040
09:10 137974 1338 6.2 33083040
09:11 137974 1337 6.2 33083040
09:12 137974 1335 6.2 33083040
09:13 137974 1334 6.2 33083040
09:14 137974 1333 6.2 33083040
09:15 137974 1332 6.2 33083040
09:16 137974 1331 6.2 33083040
09:17 137974 1330 6.2 33083040
09:18 137974 1329 6.2 33083040
09:19 137974 1328 6.2 33083040
09:20 137974 1327 6.2 33083040
09:21 137974 1325 6.2 33083040
09:22 137974 1324 6.2 33083040
09:23 137974 1323 6.2 33083040
09:24 137974 1322 6.2 33083040
09:25 137974 1320 6.2 33083040
09:26 137974 1319 6.2 33083040
09:27 137974 1318 6.2 33083040
09:29 137974 1314 6.2 33083040
09:30 137974 1313 6.2 33083040
09:31 137974 1311 6.2 33083040
09:32 137974 1310 6.2 33083040
09:33 137974 1309 6.2 33083040
09:34 137974 1307 6.2 33083040
09:35 137974 1306 6.2 33083040
09:36 137974 1305 6.2 33083040
09:37 137974 1303 6.2 33083040
09:38 137974 1302 6.2 33083040
09:39 137974 1300 6.2 33083040
09:40 137974 1299 6.2 33083040
09:41 137974 1298 6.2 33083040
09:42 137974 1296 6.2 33083040
09:43 137974 1295 6.2 33083040
09:44 137974 1294 6.2 33083040
09:45 137974 1292 6.2 33083040
09:46 137974 1291 6.2 33083040
09:47 137974 1290 6.2 33083040
09:48 137974 1288 6.2 33083040
09:49 137974 1287 6.2 33083040
09:50 137974 1286 6.2 33083040
09:51 137974 1285 6.2 33083040
09:52 137974 1283 6.2 33083040
09:53 137974 1282 6.2 33083040
09:54 137974 1281 6.2 33083040
09:55 137974 1279 6.2 33083040
09:56 137974 1278 6.2 33083040
09:57 137974 1277 6.2 33083040
09:59 137974 1273 6.2 33083040
10:00 137974 1272 6.2 33083040
10:01 137974 1271 6.2 33083040
10:02 137974 1270 6.2 33083040
10:03 137974 1268 6.2 33083040
10:04 137974 1267 6.2 33083040
10:05 137974 1266 6.2 33083040
10:06 137974 1265 6.2 33083040
10:07 137974 1263 6.2 33083040
10:08 137974 1262 6.2 33083040
10:09 137974 1261 6.2 33083040
10:10 137974 1260 6.2 33083040
10:11 137974 1259 6.2 33083040
10:12 137974 1257 6.2 33083040
10:13 137974 1256 6.2 33083040
10:14 137974 1255 6.2 33083040
10:15 137974 1254 6.2 33083040
10:16 137974 1253 6.2 33083040
10:17 137974 1251 6.2 33083040
10:18 137974 1250 6.2 33083040
10:19 137974 1249 6.2 33083040
10:20 137974 1248 6.2 33083040
10:21 137974 1247 6.2 33083040
10:22 137974 1245 6.2 33083040
10:23 137974 1244 6.2 33083040
10:24 137974 1243 6.2 33083040
10:25 137974 1242 6.2 33083040
10:26 137974 1241 6.2 33083040
10:28 137974 1238 6.2 33083040
10:29 137974 1236 6.2 33083040
10:30 137974 1235 6.2 33083040
10:31 137974 1234 6.2 33083040
10:32 137974 1233 6.2 33083040
10:33 137974 1232 6.2 33083040
10:34 137974 1231 6.2 33083040
10:35 137974 1230 6.2 33083040
10:36 137974 1229 6.2 33083040
10:37 137974 1227 6.2 33083040
10:38 137974 1226 6.2 33083040
10:39 137974 1225 6.2 33083040
10:40 137974 1224 6.2 33083040
10:41 137974 1223 6.2 33083040
10:42 137974 1222 6.2 33083040
10:43 137974 1221 6.2 33083040
10:44 137974 1220 6.2 33083040
10:45 137974 1219 6.2 33083040
10:46 137974 1218 6.2 33083040
10:47 137974 1216 6.2 33083040
10:48 137974 1215 6.2 33083040
10:49 137974 1214 6.2 33083040
10:50 137974 1213 6.2 33083040
10:51 137974 1212 6.2 33083040
10:52 137974 1211 6.2 33083040
10:53 137974 1210 6.2 33083040
10:54 137974 1209 6.2 33083040
10:55 137974 1208 6.2 33083040
10:56 137974 1207 6.2 33083040
10:58 137974 1204 6.2 33083040
10:59 137974 1203 6.2 33083040
11:00 137974 1202 6.2 33083040
11:01 137974 1201 6.2 33083040
11:02 137974 1200 6.2 33083040
11:03 137974 1199 6.2 33083040
11:04 137974 1198 6.2 33083040
11:05 137974 1197 6.2 33083040
11:06 137974 1196 6.2 33083040
11:07 137974 1195 6.2 33083040
11:08 137974 1194 6.2 33083040
11:09 137974 1193 6.2 33083040
11:10 137974 1192 6.2 33083040
11:11 137974 1191 6.2 33083040
11:12 137974 1190 6.2 33083040
11:13 137974 1189 6.2 33083040
11:14 137974 1188 6.2 33083040
11:15 137974 1187 6.2 33083040
11:16 137974 1186 6.2 33083040
11:17 137974 1185 6.2 33083040
11:18 137974 1184 6.2 33083040
11:19 137974 1183 6.2 33083040
11:20 137974 1182 6.2 33083040
11:21 137974 1181 6.2 33083040
11:22 137974 1180 6.2 33083040
11:23 137974 1179 6.2 33083040
11:24 137974 1178 6.2 33083040
11:25 137974 1177 6.2 33083040
11:27 137974 1174 6.2 33083040
11:28 137974 1173 6.2 33083040
11:29 137974 1172 6.2 33083040
11:30 137974 1171 6.2 33083040
11:31 137974 1170 6.2 33083040
11:32 137974 1169 6.2 33083040
11:33 137974 1168 6.2 33083040
11:34 137974 1167 6.2 33083040
11:35 137974 1167 6.2 33083040
11:36 137974 1166 6.2 33083040
11:37 137974 1165 6.2 33083040
11:38 137974 1164 6.2 33083040
11:39 137974 1163 6.2 33083040
11:40 137974 1162 6.2 33083040
11:41 137974 1161 6.2 33083040
11:42 137974 1160 6.2 33083040
11:43 137974 1159 6.2 33083040
11:44 137974 1158 6.2 33083040
11:45 137974 1157 6.2 33083040
11:46 137974 1156 6.2 33083040
11:47 137974 1155 6.2 33083040
11:48 137974 1154 6.2 33083040
11:49 137974 1153 6.2 33083040
11:50 137974 1152 6.2 33083040
11:51 137974 1151 6.2 33083040
11:52 137974 1150 6.2 33083040
11:53 137974 1149 6.2 33083040
11:54 137974 1148 6.2 33083040
11:55 137974 1147 6.2 33083040
11:57 137974 1145 6.2 33083040
11:58 137974 1144 6.2 33083040
11:59 137974 1142 6.2 33083040
12:00 137974 1141 6.2 33083040
12:01 137974 1140 6.2 33083040
12:02 137974 1139 6.2 33083040
12:03 137974 1138 6.2 33083040
12:04 137974 1137 6.2 33083040
12:05 137974 1136 6.2 33083040
12:06 137974 1135 6.2 33083040
12:07 137974 1134 6.2 33083040
12:08 137974 1133 6.2 33083040
12:09 137974 1132 6.2 33083040
12:10 137974 1131 6.2 33083040
12:11 137974 1131 6.2 33083040
12:12 137974 1130 6.2 33083040
12:13 137974 1129 6.2 33083040
12:14 137974 1128 6.2 33083040
12:15 137974 1127 6.2 33083040
12:16 137974 1126 6.2 33083040
12:17 137974 1125 6.2 33083040
12:18 137974 1124 6.2 33083040
12:19 137974 1123 6.2 33083040
12:20 137974 1122 6.2 33083040
12:21 137974 1121 6.2 33083040
12:22 137974 1120 6.2 33083040
12:23 137974 1119 6.2 33083040
12:24 137974 1118 6.2 33083040
12:26 137974 1116 6.2 33083040
12:27 137974 1115 6.2 33083040
12:28 137974 1114 6.2 33083040
12:29 137974 1113 6.2 33083040
12:30 137974 1112 6.2 33083040
12:31 137974 1111 6.2 33083040
12:32 137974 1110 6.2 33083040
12:33 137974 1109 6.2 33083040
12:34 137974 1108 6.2 33083040
12:35 137974 1107 6.2 33083040
12:36 137974 1106 6.2 33083040
12:37 137974 1105 6.2 33083040
12:38 137974 1104 6.2 33083040
12:39 137974 1103 6.2 33083040
12:40 137974 1103 6.2 33083040
12:41 137974 1102 6.2 33083040
12:42 137974 1101 6.2 33083040
12:43 137974 1100 6.2 33083040
12:44 137974 1099 6.2 33083040
12:45 137974 1098 6.2 33083040
12:46 137974 1097 6.2 33083040
12:47 137974 1096 6.2 33083040
12:48 137974 1095 6.2 33083040
12:49 137974 1095 6.2 33083040
12:50 137974 1094 6.2 33083040
12:51 137974 1093 6.2 33083040
12:52 137974 1092 6.2 33083040
12:53 137974 1091 6.2 33083040
12:55 137974 1089 6.2 33083040
12:56 137974 1088 6.2 33083040
12:57 137974 1087 6.2 33083040
12:58 137974 1086 6.2 33083040
12:59 137974 1085 6.2 33083040
13:00 137974 1084 6.2 33083040
13:01 137974 1084 6.2 33083040
13:02 137974 1083 6.2 33083040
13:03 137974 1082 6.2 33083040
13:04 137974 1081 6.2 33083040
13:05 137974 1080 6.2 33083040
13:06 137974 1079 6.2 33083040
13:07 137974 1078 6.2 33083040
13:08 137974 1078 6.2 33083040
13:09 137974 1077 6.2 33083040
13:10 137974 1076 6.2 33083040
13:11 137974 1075 6.2 33083040
13:12 137974 1074 6.2 33083040
13:13 137974 1073 6.2 33083040
13:14 137974 1073 6.2 33083040
13:15 137974 1072 6.2 33083040
13:16 137974 1071 6.2 33083040
13:17 137974 1070 6.2 33083040
13:18 137974 1069 6.2 33083040
13:19 137974 1068 6.2 33083040
13:20 137974 1068 6.2 33083040
13:21 137974 1067 6.2 33083040
13:22 137974 1066 6.2 33083040
13:24 137974 1064 6.2 33083040
13:25 137974 1063 6.2 33083040
13:26 137974 1062 6.2 33083040
13:27 137974 1061 6.2 33083040
13:28 137974 1061 6.2 33083040
13:29 137974 1060 6.2 33083040
13:30 137974 1059 6.2 33083040
13:31 137974 1058 6.2 33083040
13:32 137974 1057 6.2 33083040
13:33 137974 1057 6.2 33083040
13:34 137974 1056 6.2 33083040
13:35 137974 1055 6.2 33083040
13:36 137974 1054 6.2 33083040
13:37 137974 1053 6.2 33083040
13:38 137974 1053 6.2 33083040
13:39 137974 1052 6.2 33083040
13:40 137974 1051 6.2 33083040
13:41 137974 1050 6.2 33083040
13:42 137974 1050 6.2 33083040
13:43 137974 1049 6.2 33083040
13:44 137974 1048 6.2 33083040
13:45 137974 1047 6.2 33083040
